src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.0.102,116.119.105.224,53723,3478,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:09:02,2200127.124786377,163788.7174519468,164.99046619192325,134.08316123035084,30.907304961572397,295,68,306373,53983,1156.0,72.0,1038.5525423728814,198.5956878668292,1152.0,62.0,793.8676470588235,296.30066726869757,1156,62,992.7162534435262,240.02655829927158,57612.74868899362,2360,544,8,295,6077.699239741372,61024.90425109863,48.160552978515625,12150.125534077155,2200127.124786377,77522.03941345215,64.849853515625,7483.425594511486,17129.6729333597,2128350.019454956,103503.94248962402,1918.0774688720703,31766.41820082024,26324.466073194533,0,0,0,0,1,0,0,0,0,0,0,0.2305084745762712,992.7162534435262,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8510.676470588236,8.411764705882353,2760.0,4.0,525478.6045697655,60624.66111547525,1038.5525423728814,793.8676470588235,0,295,68,306373,53983
172.67.72.185,192.168.0.102,443,58559,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 02:09:02,2142719.030380249,28072.275994732518,40.13592019329681,20.53465684308209,19.601263350214722,44,42,56387,3764,1494.0,66.0,1281.5227272727273,432.2644123805981,597.0,66.0,89.61904761904762,105.90335944600679,1494,66,699.4302325581396,675.3094302079995,456042.826527853,880,840,20,42,25208.459180944104,289721.9657897949,0.0,50195.858462981436,2142642.9748535156,307699.91874694824,0.0,49828.906391942226,63410.779495015886,2142652.0347595215,289829.96940612793,55.07469177246094,52259.80572584199,65911.8253209761,0,0,0,0,1,0,0,0,0,0,0,0.9545454545454546,699.4302325581396,16,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24833.5,19.5,0.0,0.0,29459.562847591624,0.0,1281.5227272727273,89.61904761904762,0,44,42,56387,3764
192.168.0.102,34.120.195.249,59390,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:09:02,1468246.9367980957,396.39108750276455,3.4054217139412764,1.3621686855765105,2.0432530283647656,2,3,184,398,118.0,66.0,92.0,26.0,266.0,66.0,132.66666666666666,94.28090415820634,266,66,116.4,77.46379799622531,6000.64,40,60,20,1,367061.7341995239,922832.0121765137,89.16854858398438,350996.4421621517,0,0.0,0.0,0.0,0.0,545414.924621582,398096.08459472656,147318.84002685547,272707.462310791,125388.62228393555,0,0,0,0,1,0,0,0,0,0,0,1.5,116.4,255,1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,132.66666666666666,0,2,3,184,398
192.168.0.102,104.18.19.125,51084,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:09:03,2003622.055053711,292.4703281848688,1.4972883695471095,0.9981922463647398,0.4990961231823699,2,1,532,54,447.0,85.0,266.0,181.0,54.0,54.0,54.0,0.0,447,54,195.33333333333334,178.40465863374257,31828.222222222223,40,20,20,2,1001811.0275268555,2003352.165222168,269.88983154296875,1001541.1376953125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,195.33333333333334,252,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,54.0,0,2,1,532,54
192.168.0.102,34.120.195.249,52311,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:09:03,1141603.946685791,2403.635698673039,3.5038421263455377,2.6278815947591534,0.8759605315863844,3,1,1452,1292,663.0,218.0,484.0,191.8037191158364,1292.0,1292.0,1292.0,0.0,1292,218,686.0,387.3028530749548,150003.5,24,8,8,3,380534.6488952637,589144.9451446533,414.84832763671875,269211.7063801387,1141603.946685791,589144.9451446533,552459.0015411377,570801.9733428955,18342.971801757812,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,686.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,1292.0,0,3,1,1452,1292
192.168.0.102,34.120.195.249,59391,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:09:03,1260022.1633911133,461.8966371461722,3.968184167922442,1.5872736671689767,2.380910500753465,2,3,184,398,118.0,66.0,92.0,26.0,266.0,66.0,132.66666666666666,94.28090415820634,266,66,116.4,77.46379799622531,6000.64,40,60,20,1,315005.5408477783,583782.1960449219,59.84306335449219,267253.1590081849,0,0.0,0.0,0.0,0.0,684025.0492095947,583842.0391082764,100183.01010131836,342012.52460479736,241829.514503479,0,0,0,0,1,0,0,0,0,0,0,1.5,116.4,255,1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,132.66666666666666,0,2,3,184,398
192.168.0.102,142.250.77.202,58518,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:09:03,1048906.0878753662,434.73863415518963,4.7668709885437455,1.9067483954174984,2.8601225931262473,2,3,149,307,77.0,72.0,74.5,2.5,163.0,71.0,102.33333333333333,42.90558109254423,163,71,91.2,35.95775298875056,1292.96,16,24,8,2,262226.52196884155,531736.1354827881,504.0168762207031,189177.30408036406,0,0.0,0.0,0.0,0.0,517169.9523925781,290363.073348999,226806.8790435791,258584.97619628906,31778.09715270996,0,0,0,0,1,0,0,0,0,0,0,1.5,91.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,102.33333333333333,0,2,3,149,307
104.26.12.187,192.168.0.102,443,58735,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 02:09:03,74.14817810058594,7646850.0578778135,26973.016077170418,13486.508038585209,13486.508038585209,1,1,501,66,501.0,501.0,501.0,0.0,66.0,66.0,66.0,0.0,501,66,283.5,217.5,47306.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,283.5,18,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,66.0,0,1,1,501,66
172.217.166.10,192.168.0.102,443,62330,c4:71:54:49:11:3d,f0:a6:54:29:63:45,17,2025-07-14 02:09:03,749614.953994751,4055.4153619796743,16.008218534130293,10.672145689420196,5.336072844710098,8,4,1518,1522,842.0,64.0,189.75,250.24825174214504,1282.0,79.0,380.5,520.4817479989092,1282,64,253.33333333333334,374.34683858095497,140135.55555555556,64,32,8,8,68146.81399952281,646749.9732971191,146.8658447265625,183301.05695613797,749614.953994751,647128.8204193115,146.8658447265625,107087.85057067871,220884.25442586167,102558.85124206543,66982.03086853027,193.8343048095703,34186.28374735514,27279.29461933878,0,0,0,0,1,0,0,0,0,0,0,0.5,253.33333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.75,380.5,0,8,4,1518,1522
104.26.13.187,192.168.0.102,443,58731,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 02:09:04,581970.9300994873,433.01131889340394,6.873195537990539,6.873195537990539,0.0,4,0,252,0,66.0,54.0,63.0,5.196152422706632,0.0,0.0,0.0,0.0,66,54,63.0,5.196152422706632,27.0,80,0,20,0,193990.31003316244,289147.85385131836,61627.14958190918,96538.80445913531,581970.9300994873,289147.85385131836,61627.14958190918,193990.31003316244,96538.80445913531,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,63.0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0,4,0,252,0
34.120.195.249,192.168.0.102,443,59392,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 02:09:04,282423.0194091797,3197.331442348603,10.622363595842534,7.08157573056169,3.540787865280845,2,1,837,66,771.0,66.0,418.5,352.5,66.0,66.0,66.0,0.0,771,66,301.0,332.34018715767735,110450.0,40,20,20,1,141211.50970458984,282340.04974365234,82.96966552734375,141128.5400390625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,301.0,1047,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.5,66.0,0,2,1,837,66
192.168.0.102,104.18.38.10,51494,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:09:04,264941.930770874,16203.550670552992,26.42088392589586,18.872059947068472,7.548823978827389,5,2,3220,1073,1292.0,92.0,644.0,545.1752011968263,999.0,74.0,536.5,462.5,1292,74,613.2857142857143,525.1396315772228,275771.63265306124,40,16,8,5,44156.98846181234,230319.02313232422,280.8570861816406,83397.98765929785,264941.930770874,230803.0128479004,10777.950286865234,66235.4826927185,95014.03531411443,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.4,613.2857142857143,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,536.5,0,5,2,3220,1073
192.168.0.102,157.240.198.61,55121,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:09:04,0.0,0,0,0,0,1,0,448,0,448.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0,448,448,448.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,448.0,252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0,1,0,448,0
