src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
142.250.82.252,192.168.0.103,19305,60374,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-11 01:48:44,1356575.0122070312,22552.38355763769,185.76193556006726,109.83543015257945,75.92650540748781,149,103,12618,17976,215.0,54.0,84.68456375838926,43.073853737695735,300.0,54.0,174.5242718446602,100.00949903041435,300,54,121.4047619047619,84.47279815489667,7135.653628117913,2980,2060,20,90,5404.681323533989,140635.96725463867,0.0,11077.938343754813,1346532.1063995361,178491.11557006836,0.0,9098.189908104974,19717.4791924702,1343894.9584960938,140635.96725463867,82.0159912109375,13175.440769569546,16142.151622395791,0,0,0,0,1,0,0,0,0,0,0,0.6912751677852349,121.4047619047619,4331,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,6.833333333333333,1135.0,7.0,55849.80215128249,7114.695186014918,84.68456375838926,174.5242718446602,0,149,103,12618,17976
192.168.0.103,142.250.82.223,51812,3478,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-11 01:48:44,1356579.065322876,108040.88294338834,129.00095871547944,109.09795365651975,19.903005058959685,148,27,143476,3090,1235.0,98.0,969.4324324324324,282.18996769385024,210.0,106.0,114.44444444444444,19.209051364421608,1235,98,837.52,403.465995593185,162784.8096,1184,216,8,148,7796.431409901586,37171.125411987305,27.894973754882812,11286.124894812354,1356579.065322876,52830.93452453613,27.894973754882812,9228.429015801878,14119.847936160359,1145928.144454956,66182.85179138184,1003.9806365966797,44074.15940211369,13824.760505027883,0,0,0,0,0,0,0,0,0,0,0,0.18243243243243243,837.52,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8225.0,8.642857142857142,0.0,0.0,250418.34840503996,0.0,969.4324324324324,114.44444444444444,0,148,27,143476,3090
192.168.0.103,103.21.187.18,59472,53,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-11 01:48:44,126024.00779724121,2563.0037137024838,15.869992035309497,7.934996017654749,7.934996017654749,1,1,74,249,74.0,74.0,74.0,0.0,249.0,249.0,249.0,0.0,249,74,161.5,87.5,7656.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,161.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,249.0,0,1,1,74,249
192.168.0.103,34.194.60.230,63912,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-11 01:48:44,326103.92570495605,8990.99878562253,39.86459215999076,18.39904253538035,21.465549624610407,6,7,1898,1034,1494.0,54.0,316.3333333333333,527.7504671296422,316.0,54.0,147.71428571428572,107.02698496269097,1494,54,225.53846153846155,376.5394279865024,141781.9408284024,120,140,20,3,27175.32714207967,300638.19885253906,0.0,82613.87328873311,326103.92570495605,301322.22175598145,0.0,65220.78514099121,118294.89037124695,24915.93360900879,19103.7654876709,0.0,4152.655601501465,6797.2798336455435,0,0,0,0,1,0,0,0,0,0,0,1.1666666666666667,225.53846153846155,252,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,6.0,0.0,26402.55847695083,316.3333333333333,147.71428571428572,0,6,7,1898,1034
192.168.0.103,104.18.18.125,64916,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-11 01:48:44,343147.03941345215,4068.2268522153354,26.22782354580087,11.656810464800387,14.571013081000483,4,5,975,421,782.0,54.0,243.75,311.0163781861013,135.0,54.0,84.2,29.83554926593442,782,54,155.11111111111111,223.0956169918801,49771.65432098766,80,100,20,2,42893.37992668152,162899.01733398438,0.0,61735.89549305473,343147.03941345215,216867.92373657227,350.9521484375,114382.34647115071,88768.91034239643,163287.16278076172,163287.16278076172,0.0,40821.79069519043,70705.41554001227,0,0,0,0,1,0,0,0,0,0,0,1.25,155.11111111111111,2043,655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.75,84.2,0,4,5,975,421
192.168.0.103,103.21.187.19,59472,53,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-11 01:48:44,93040.94314575195,3471.5899160008407,21.495912792574863,10.747956396287432,10.747956396287432,1,1,74,249,74.0,74.0,74.0,0.0,249.0,249.0,249.0,0.0,249,74,161.5,87.5,7656.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,161.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,249.0,0,1,1,74,249
192.168.0.103,23.22.104.87,65200,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-11 01:48:44,944651.1268615723,8786.312495677856,25.406204806779343,11.644510536440531,13.761694270338811,11,13,2605,5695,1494.0,54.0,236.8181818181818,423.65140433697877,1494.0,54.0,438.0769230769231,588.077632439075,1494,54,345.8333333333333,528.8150012580539,279645.3055555556,220,260,20,4,41071.78812441618,231003.0460357666,0.0,86770.35421906094,715885.1623535156,250056.98204040527,0.0,71588.51623535156,108714.88060964973,713648.0808258057,232069.9691772461,0.0,59470.673402150474,99027.18595267962,0,0,0,0,1,0,0,0,0,0,0,1.1818181818181819,345.8333333333333,65535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383.0,4.0,0.0,2804520.889702517,236.8181818181818,438.0769230769231,0,11,13,2605,5695
192.168.0.103,35.186.224.22,65045,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-11 01:48:44,3931.0455322265625,30780.615235322657,508.7704997573993,254.38524987869965,254.38524987869965,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,252,1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.0.103,142.250.76.78,53268,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-11 01:48:44,308795.9289550781,7406.185721874266,25.907077295581168,12.953538647790584,12.953538647790584,4,4,1049,1238,821.0,71.0,262.25,322.6184859861567,1027.0,68.0,309.5,414.25867522599935,1027,68,285.875,372.02769974156496,138404.609375,32,32,8,4,44113.70413643973,200487.1368408203,1260.0421905517578,69711.63505670897,302208.90045166016,200487.1368408203,7826.805114746094,100736.30015055339,78801.87739694625,303164.005279541,209801.91230773926,7847.070693969727,101054.66842651367,83176.71935756368,0,0,0,0,1,0,0,0,0,0,0,1.0,285.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.25,309.5,0,4,4,1049,1238
192.168.0.103,103.21.187.18,50488,53,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-11 01:48:45,5244.970321655273,61582.807945815715,381.3176962589209,190.65884812946044,190.65884812946044,1,1,74,249,74.0,74.0,74.0,0.0,249.0,249.0,249.0,0.0,249,74,161.5,87.5,7656.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,161.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,249.0,0,1,1,74,249
192.168.0.103,103.21.187.18,57673,53,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-11 01:48:45,4885.91194152832,57307.623090811496,409.3401649343678,204.6700824671839,204.6700824671839,1,1,74,206,74.0,74.0,74.0,0.0,206.0,206.0,206.0,0.0,206,74,140.0,66.0,4356.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,140.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,206.0,0,1,1,74,206
