src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.0.102,34.193.184.102,63848,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 03:06:44,3284495.8305358887,80.37763286090899,1.217842922134985,0.3044607305337461,0.9133821916012383,1,3,66,198,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,60,20,0,1094831.943511963,2013387.91847229,274416.9235229492,713315.6223350157,0.0,0.0,0.0,0.0,0.0,3010078.9070129395,2013387.91847229,996690.9885406494,1505039.4535064695,508348.4649658203,0,0,0,0,1,0,0,0,0,0,0,3.0,66.0,65535,26883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,3,66,198
192.168.0.102,3.232.57.242,63849,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 03:06:44,1062079.1912078855,6943.92664977508,22.59718502977653,10.357043138647576,12.240141891128951,11,13,1770,5605,575.0,54.0,160.9090909090909,195.20779350381508,1494.0,54.0,431.1538461538461,586.667098126074,1494,54,307.2916666666667,471.1968342393889,222026.45659722216,220,260,20,5,46177.35613947329,271660.08949279785,0.0,94540.73735379727,819704.0557861328,271894.9317932129,272.0355987548828,81970.40557861328,113617.81137555528,820105.0758361816,293488.0256652832,0.0,68342.08965301514,118311.44721226412,0,0,0,0,1,0,0,0,0,0,0,1.181818181818182,307.2916666666667,65535,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4367.0,4.0,0.0,9748017.864821712,160.9090909090909,431.1538461538461,0,11,13,1770,5605
192.168.0.102,18.210.129.49,63850,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 03:06:45,1422758.8176727295,139.16624345641202,2.1085794463092733,0.7028598154364244,1.4057196308728488,1,2,66,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,40,20,0,711379.4088363647,1140875.8163452148,281883.00132751465,429496.4075088501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,66.0,65535,26883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,2,66,132
192.168.0.102,44.209.106.130,63851,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 03:06:45,1472265.0051116943,5532.292061361653,13.584510893460166,6.113029902057075,7.471480991403092,9,11,2504,5641,1411.0,54.0,278.22222222222223,430.5863644891123,1494.0,54.0,512.8181818181819,615.3363925797481,1494,54,407.25,552.5438331028589,305304.6875,180,220,20,4,77487.63184798391,430233.9553833008,0.0,133648.43520491308,1161864.995956421,430438.0416870117,475.8834838867188,145233.1244945526,155275.26106549738,1228830.8143615725,430365.800857544,0.0,122883.08143615724,156803.08678987395,0,0,0,0,1,0,0,0,0,0,0,1.2222222222222223,407.25,65535,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383.0,4.0,0.0,0.0,278.22222222222223,512.8181818181819,0,9,11,2504,5641
192.168.0.102,34.193.184.102,63853,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 03:06:47,465780.01976013184,5369.487513199834,15.028553615513331,8.587744923150474,6.4408086923628565,4,3,2102,399,1411.0,54.0,525.5,552.1849780644163,279.0,54.0,133.0,103.3537614216338,1411,54,357.2857142857143,465.3378847018321,216539.3469387756,80,60,20,2,77630.0032933553,232275.96282958984,0.0,109331.65882530976,465780.01976013184,232911.8251800537,442.9817199707031,155260.0065867106,109472.34837872395,232923.9845275879,232923.9845275879,0.0,116461.99226379396,116461.99226379396,0,0,0,0,1,0,0,0,0,0,0,0.75,357.2857142857143,65535,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.5,133.0,0,4,3,2102,399
192.168.0.102,34.194.237.99,63854,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 03:06:47,231711.86447143555,3266.988514924836,17.262819101320137,12.947114325990102,4.315704775330034,3,1,691,66,571.0,54.0,230.33333333333331,240.93752071624064,66.0,66.0,66.0,0.0,571,54,189.25,220.4579041449864,48601.6875,60,20,20,1,77237.28815714519,231025.93421936035,267.02880859375,108745.01217545956,231711.86447143555,231292.9630279541,418.9014434814453,115855.93223571776,115437.03079223631,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,189.25,65535,26883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.33333333333331,66.0,0,3,1,691,66
34.193.184.102,192.168.0.102,443,63853,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 03:06:48,493295.19271850586,2574.523366021759,18.244653774957342,10.135918763865194,8.108735011092154,5,4,922,348,527.0,54.0,184.4,184.79675321823163,162.0,54.0,87.0,44.395945760846224,527,54,141.11111111111111,148.96490596740077,22190.54320987655,100,80,20,2,61661.89908981323,247441.05339050293,0.0,106053.58444162368,493295.19271850586,249771.1181640625,0.0,123323.79817962646,123343.57458612022,245572.09014892575,243340.96908569336,910.043716430664,81857.36338297527,114186.27594191435,0,0,0,0,1,0,0,0,0,0,0,0.8,141.11111111111111,180,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.4,87.0,0,5,4,922,348
34.194.237.99,192.168.0.102,443,63854,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 03:06:48,5330999.135971069,5707.372900269237,14.818985707002884,7.503283902279941,7.315701804722942,40,39,12622,17804,1494.0,54.0,315.55,458.7886741191417,1494.0,54.0,456.5128205128205,545.0516264324509,1494,54,385.1392405063291,508.1367237064942,258202.92997917,800,780,20,24,68346.14276885986,1440964.937210083,0.0,185689.5172723561,5280585.050582886,1440964.937210083,0.0,135399.61668161245,269047.5648631641,5330598.1159210205,1743283.0333709717,0.0,140278.89778739528,305390.16766701284,0,0,0,0,1,0,0,0,0,0,0,0.975,385.1392405063291,110,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4367.0,4.0,5003.5,5.5,906758.6914851484,8094966.273481196,315.55,456.5128205128205,0,40,39,12622,17804
3.231.130.5,192.168.0.102,443,63584,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 03:06:48,17712389.945983887,966.3292222109692,2.597052127933196,1.411441373876737,1.185610754056459,25,21,8087,9029,1494.0,54.0,323.48,377.17562169366136,1494.0,54.0,429.95238095238096,595.0183251432143,1494,54,372.0869565217391,491.6896699840237,241758.73156899813,500,420,20,23,393608.6654663086,3473166.9425964355,0.0,825536.099762205,17656351.08947754,3473242.0444488525,0.0,735681.2953948975,1111808.7527975172,17668133.020401,3473341.941833496,0.0,883406.65102005,1061129.565596054,0,0,0,0,1,0,0,0,0,0,0,0.84,372.0869565217391,9165,255,0.0,0.0,0.0,0.0,1516036.9873046875,639684.6771240234,1084072.1607208252,367639.19671572297,1487.25,4.5,7134.0,5.0,2249.1205663274704,0.0,323.48,429.95238095238096,0,25,21,8087,9029
18.210.129.49,192.168.0.102,443,63850,c4:71:54:49:11:3d,f0:a6:54:29:63:45,6,2025-07-14 03:06:48,4183715.8203125,31.550900125463198,0.4780439412948968,0.4780439412948968,0.0,2,0,132,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,40,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,26883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,2,0,132,0
