src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.0.102,172.67.72.185,60983,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:29:58,6163.835525512695,26282.33659536611,486.7099369512242,324.47329130081613,162.23664565040806,2,1,108,54,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,40,20,20,0,3081.917762756348,6078.004837036133,85.8306884765625,2996.087074279785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,54.0,255,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,2,1,108,54
192.168.0.102,172.67.5.200,60697,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:29:59,12263.059616088867,9867.031865461262,163.09143579274811,81.54571789637406,81.54571789637406,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,254,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66
192.168.0.102,116.119.105.224,53723,3478,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:30:00,2555681.9438934326,167654.66494130637,167.46997842304543,134.99332372885672,32.47665469418872,345,83,362711,65761,1158.0,62.0,1051.336231884058,170.653551894495,1119.0,62.0,792.3012048192771,271.5595625689598,1158,62,1001.1028037383178,219.6924649390997,48264.77915101756,2760,664,8,345,5985.203615675487,60376.882553100586,0.0,12935.462427591368,2555681.9438934326,60508.012771606445,56.02836608886719,7429.307976434397,17079.159518934786,2536828.04107666,82293.98727416992,0.0,30936.92733020317,31793.32695077696,0,0,0,0,1,0,0,0,0,0,0,0.2405797101449275,1001.1028037383178,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8691.051282051281,8.58974358974359,0.0,0.0,558044.0500285957,0.0,1051.336231884058,792.3012048192771,0,345,83,362711,65761
192.168.0.102,103.21.187.18,57279,53,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:30:00,6609.916687011719,67474.37541480306,302.5756745058433,151.28783725292166,151.28783725292166,1,1,95,351,95.0,95.0,95.0,0.0,351.0,351.0,351.0,0.0,351,95,223.0,128.0,16384.0,8,8,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,223.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,351.0,0,1,1,95,351
192.168.0.102,103.21.187.18,63735,53,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:30:00,5960.941314697266,41939.68482521398,335.51747860171184,167.75873930085592,167.75873930085592,1,1,95,155,95.0,95.0,95.0,0.0,155.0,155.0,155.0,0.0,155,95,125.0,30.0,900.0,8,8,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,125.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,155.0,0,1,1,95,155
192.168.0.102,172.217.24.74,59993,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:30:00,177339.7922515869,114768.3762430813,186.0834479448574,84.58338542948064,101.50006251537675,15,18,9996,10357,1292.0,73.0,666.4,587.8277298664975,1292.0,66.0,575.3888888888889,549.0892599861145,1292,66,616.7575757575758,568.8338432534466,323571.9412304868,120,144,8,15,5541.868507862091,66030.02548217773,0.0,12332.840795073536,172936.91635131836,66509.00840759277,101.8047332763672,12352.636882237026,17744.68081768858,170137.88223266602,66370.96405029297,0.0,10008.110719568587,17137.50889010642,0,0,0,0,1,0,0,0,0,0,0,1.2,616.7575757575758,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3832.0,4.0,2578.5,4.5,6736199.886001676,2450994.4167705383,666.4,575.3888888888889,0,15,18,9996,10357
192.168.0.102,172.64.149.246,61036,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:30:00,498177.0515441895,35830.63480076152,70.25614666815984,30.10977714349708,40.14636952466277,15,20,5450,12400,1292.0,83.0,363.3333333333333,469.3757083143051,1242.0,64.0,620.0,543.9344629640597,1292,64,510.0,528.7901014850519,279618.97142857144,120,160,8,15,14652.266221887923,201181.88858032227,0.0,46881.53946765236,498177.0515441895,213176.96571350095,113.96408081054688,35584.07511029924,72145.8556239118,483357.90634155273,213879.8236846924,0.0,25439.889807450145,63762.563401266685,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,510.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.0,4.0,3879.0,5.5,4230226.439191504,841072.4367245658,363.3333333333333,620.0,0,15,20,5450,12400
192.168.0.102,116.119.105.224,53723,3478,f0:a6:54:29:63:45,c4:71:54:49:11:3d,17,2025-07-14 02:30:02,2348351.9554138184,162322.77241118564,163.9447609684029,132.00746987066208,31.937291097740825,310,75,323606,57585,1156.0,62.0,1043.8903225806453,175.4477614651203,1108.0,62.0,767.8,300.73439000774977,1156,62,990.1064935064936,233.15304952603327,54360.34450328892,2480,600,8,310,6115.499883890152,57466.983795166016,0.0,13013.483837574302,2348351.9554138184,60667.9916381836,63.89617919921875,7599.844515902325,17156.20018426052,2272840.0230407715,91461.181640625,0.0,30714.054365415832,31144.257503261564,0,0,0,0,1,0,0,0,0,0,0,0.2419354838709677,990.1064935064936,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8172.216216216216,8.108108108108109,0.0,0.0,521115.8187008182,0.0,1043.8903225806453,767.8,0,310,75,323606,57585
192.168.0.102,172.67.72.185,61019,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:30:03,42182.92236328125,939408.5990233317,1090.488695966721,711.1882799782962,379.3004159884247,30,16,35916,3711,1454.0,54.0,1197.2,503.4610478146912,1494.0,54.0,231.9375,468.5870341716147,1494,54,861.4565217391304,673.0816445896842,453038.900283554,600,320,20,27,937.3982747395834,9252.071380615234,0.0,2388.98420685103,32821.8936920166,10465.860366821287,0.0,1131.789437655745,2750.796926909179,36241.05453491211,15231.13250732422,0.0,2416.070302327474,4569.064755077806,0,0,0,0,1,0,0,0,0,0,0,0.5333333333333333,861.4565217391304,65535,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33767.0,26.0,0.0,0.0,3577394.876686032,0.0,1197.2,231.9375,0,30,16,35916,3711
192.168.0.102,104.18.19.125,51084,443,f0:a6:54:29:63:45,c4:71:54:49:11:3d,6,2025-07-14 02:30:03,240551.94854736328,7856.930743705325,37.41395592240631,20.785531068003504,16.628424854402805,5,4,1535,355,865.0,54.0,307.0,314.0897960774912,135.0,54.0,88.75,35.688758734369,865,54,210.0,259.10272523117584,67134.22222222222,100,80,20,4,30068.99356842041,195369.95887756348,110.86463928222656,62787.39825649033,240551.94854736328,227692.8424835205,443.9353942871094,60137.98713684082,96851.87805204796,232060.19401550293,195369.95887756348,17409.086227416992,77353.39800516765,83453.8101178662,0,0,0,0,1,0,0,0,0,0,0,0.8,210.0,252,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.0,4.0,0.0,0.0,98373.86780383796,0.0,307.0,88.75,0,5,4,1535,355
